id,name,description,tier,created_at,updated_at,sequence,perk_type
511,Black Dragon Hide [Light],ATK Spd is increased by 300,Neraxis,2020-06-22 14:44:28.59646,2020-06-22 14:44:28.59646,s4l,hero
512,Black Dragon Hide [Dark],"When HP falls below 50%, skill effects are increased by 50%",Neraxis,2020-06-22 14:44:32.969497,2020-06-22 14:44:32.969497,s4d,hero
513,Scar of Barbarism / Enhanced Scar of Barbarism [Light],Increases DMG by 40%,Nia,2020-06-22 14:44:58.851213,2020-06-22 14:44:58.851213,s1l,hero
514,Scar of Barbarism / Enhanced Scar of Barbarism [Dark],Recovers own Mana by 50 upon every hit,Nia,2020-06-22 14:45:05.400979,2020-06-22 14:45:05.400979,s1d,hero
515,On the Hunt / Enhanced On the Hunt [Light],"Stuns targets for 1 sec when [Hunt Mark] is inflicted, and for 3 sec when [Enhanced Hunt Mark] is inflicted",Nia,2020-06-22 14:47:06.199487,2020-06-22 14:47:06.199487,s2l,hero
516,On the Hunt / Enhanced On the Hunt [Dark],[Hunt Mark] and [Enhanced Hunt Mark] cannot be dispelled by skills that remove negative effects,Nia,2020-06-22 14:47:13.350748,2020-06-22 14:47:13.350748,s2d,hero
517,Demonic Eyes of Petrification / Enhanced Demonic Eyes of Petrification [Light],Gains immunity to CC for the skill duration,Nia,2020-06-22 14:47:34.883274,2020-06-22 14:47:34.883274,s3l,hero
518,Demonic Eyes of Petrification / Enhanced Demonic Eyes of Petrification [Dark],Increases DMG to Non-Hero enemies by 100% for the skill duration,Nia,2020-06-22 14:47:41.167447,2020-06-22 14:47:41.167447,s3d,hero
519,Demonic Blood [Light],Increases ATK Boost and All Dodge Chance Boost by 50%,Nia,2020-06-22 14:48:24.900604,2020-06-22 14:48:24.900604,s4l,hero
520,Demonic Blood [Dark],Dispels own negative effects upon gaining 4 stacks of [Demonic Blood],Nia,2020-06-22 14:48:33.874831,2020-06-22 14:48:33.874831,s4d,hero
521,Mace of Rehabilitation [Light],Increases the duration of Disarmament by 3 sec,Nicky,2020-06-22 14:49:15.640353,2020-06-22 14:49:15.640353,s1l,hero
522,Mace of Rehabilitation [Dark],Reduces Mana Cost by 1,Nicky,2020-06-22 14:49:22.33442,2020-06-22 14:49:22.33442,s1d,hero
523,Merciless Gale [Light],Dispels enemies' positive effects upon every hit,Nicky,2020-06-22 14:49:56.488183,2020-06-22 14:49:56.488183,s2l,hero
524,Merciless Gale [Dark],Increases DMG to Non-Hero enemies by 100% for the skill duration,Nicky,2020-06-22 14:50:02.680475,2020-06-22 14:50:02.680475,s2d,hero
525,Last Execution [Light],Reduces Mana Cost by 1,Nicky,2020-06-22 14:50:19.074693,2020-06-22 14:50:19.074693,s3l,hero
526,Last Execution [Dark],Increases Mana Cost by 1 and DMG by 100%,Nicky,2020-06-22 14:50:24.120577,2020-06-22 14:50:24.120577,s3d,hero
527,Massacre Instinct [Light],Increases Cruel Madness duration by 5 sec,Nicky,2020-06-22 14:50:33.473782,2020-06-22 14:50:33.473782,s4l,hero
528,Massacre Instinct [Dark],Recovers 3 orbs of Mana when 'Cruel Madness' activates,Nicky,2020-06-22 14:50:38.375241,2020-06-22 14:50:38.375241,s4d,hero
529,Dimension Blade [Light],"When there are over 5 enemies, 20 sec cooldown is reset, and DMG is increased by 250%. Has a cooldown of 20 sec",Nyx,2020-06-22 14:50:55.536681,2020-06-22 14:50:55.536681,s1l,hero
530,Dimension Blade [Dark],Max Blade stack is increased by 1,Nyx,2020-06-22 14:51:02.878976,2020-06-22 14:51:02.878976,s1d,hero
531,Dimension Cleaver [Light],Mana cost is reduced by 1,Nyx,2020-06-22 14:51:49.61267,2020-06-22 14:51:49.61267,s2l,hero
532,Dimension Cleaver [Dark],Target receives 25% increased P.DMG for 10 sec,Nyx,2020-06-22 14:51:55.954091,2020-06-22 14:51:55.954091,s2d,hero
533,Infinity Blades [Light],Cooldown is reduced by 5 sec,Nyx,2020-06-22 14:52:21.821192,2020-06-22 14:52:21.821192,s3l,hero
534,Infinity Blades [Dark],"When there are 5 blade stacks or more, DMG is increased by 70%",Nyx,2020-06-22 14:52:25.552958,2020-06-22 14:52:25.552958,s3d,hero
535,Hidden Blade [Light],DMG is increased by 15% per each enemy on the field,Nyx,2020-06-22 14:52:57.744819,2020-06-22 14:52:57.744819,s4l,hero
536,Hidden Blade [Dark],There is a 10% chance of dispelling enemy positive effects,Nyx,2020-06-22 14:53:03.551666,2020-06-22 14:53:03.551666,s4d,hero
537,Time Fracture [Light],DMG is increased by 40%,Oddy,2020-06-22 14:53:21.323164,2020-06-22 14:53:21.323164,s1l,hero
538,Time Fracture [Dark],Cooldown is reduced by 1.5 sec,Oddy,2020-06-22 14:53:35.649184,2020-06-22 14:53:35.649184,s1d,hero
539,Time Fragments [Light],Target changes to 2 random enemies,Oddy,2020-06-22 14:53:54.874905,2020-06-22 14:53:54.874905,s2l,hero
540,Time Fragments [Dark],"While in cooldown, auto-attacks will reduce the cooldown of 'Time Fragments' by 1 sec",Oddy,2020-06-22 14:54:01.426223,2020-06-22 14:54:01.426223,s2d,hero
541,Time Distortion [Light],Increases Mana Cost by 2 and fully recovers Mana for all allies,Oddy,2020-06-22 14:54:15.469053,2020-06-22 14:54:15.469053,s3l,hero
542,Time Distortion [Dark],"When there are 5 or more enemies, increases DMG by 100%. Hit Enemies take extra 50% DMG for 10 sec",Oddy,2020-06-22 14:54:26.362398,2020-06-22 14:54:26.362398,s3d,hero
543,Clock Magic [Light],Changes the instances of gaining extra DMG from using the skill to 3 times,Oddy,2020-06-22 14:54:35.393535,2020-06-22 14:54:35.393535,s4l,hero
544,Clock Magic [Dark],Changes the chance to Petrify to 40%,Oddy,2020-06-22 14:54:41.797036,2020-06-22 14:54:41.797036,s4d,hero
545,Card of Death - Carta [Light],"For 10 sec, target takes 25% increased M.DMG",Ophelia,2020-06-22 14:55:19.456189,2020-06-22 14:55:19.456189,s1l,hero
546,Card of Death - Carta [Dark],Mana cost is reduced by 1,Ophelia,2020-06-22 14:55:25.862146,2020-06-22 14:55:25.862146,s1d,hero
547,Card of Love - Elliciad [Light],Recovers target's mana by 1000,Ophelia,2020-06-22 14:55:36.70095,2020-06-22 14:55:36.70095,s2l,hero
548,Card of Love - Elliciad [Dark],ATK boost is increased by 40%,Ophelia,2020-06-22 14:55:43.887135,2020-06-22 14:55:43.887135,s2d,hero
549,Card of Fortune - Vellekia [Light],Mana cost is increased by 1 orb but DMG is boosted by 100%,Ophelia,2020-06-22 14:55:56.802009,2020-06-22 14:55:56.802009,s3l,hero
550,Card of Fortune - Vellekia [Dark],Always inflicts a Crit Hit,Ophelia,2020-06-22 14:56:03.599125,2020-06-22 14:56:03.599125,s3d,hero
551,Pathfinder of Fate [Light],"At the start of each battle, gains the card of [Death]. This card does not have DMG boost effect",Ophelia,2020-06-22 14:56:11.217692,2020-06-22 14:56:11.217692,s4l,hero
552,Pathfinder of Fate [Dark],"At the start of each battle, gains the card of [Love]. This card does not have heal effect",Ophelia,2020-06-22 14:56:17.322456,2020-06-22 14:56:17.322456,s4d,hero
553,A Present For You! / Now D.I.E! [Light],[A Present for You!] Hit enemy takes 25% increased P.DMG for 10 sec,Pansirone,2020-06-22 14:56:36.029056,2020-06-22 14:56:36.029056,s1l,hero
554,A Present For You! / Now D.I.E! [Dark],[Now D.I.E!] Gains immunity to CC for the duration of the skill,Pansirone,2020-06-22 14:56:43.178861,2020-06-22 14:56:43.178861,s1d,hero
555,The Thrill! How Exciting!! [Light],Reduces Mana Cost by 1,Pansirone,2020-06-22 14:56:55.914532,2020-06-22 14:56:55.914532,s2l,hero
556,The Thrill! How Exciting!! [Dark],"Upon activation, HP does not fall below 10% for 5 sec",Pansirone,2020-06-22 14:57:01.487786,2020-06-22 14:57:01.487786,s2d,hero
557,Don't You Dare Run! [Light],Inflicts stun on the hit enemy for 2 sec,Pansirone,2020-06-22 14:57:13.898442,2020-06-22 14:57:13.898442,s3l,hero
558,Don't You Dare Run! [Dark],"Increases Mana Cost by 2, and changes of targets to 3",Pansirone,2020-06-22 14:57:21.480646,2020-06-22 14:57:21.480646,s3d,hero
559,Cruel Delight [Light],Eternal Blaze becomes irremovable,Pansirone,2020-06-22 14:57:33.926119,2020-06-22 14:57:33.926119,s4l,hero
560,Cruel Delight [Dark],Attacking the enemy inflicted with 'Eternal Blaze' 70 Mana each hit,Pansirone,2020-06-22 14:57:39.475323,2020-06-22 14:57:39.475323,s4d,hero
561,Wedge of Cold Snap [Light],DMG is increased by 40%,Pavel,2020-06-22 14:58:22.849716,2020-06-22 14:58:22.849716,s1l,hero
562,Wedge of Cold Snap [Dark],"In exchange for 1 additional Mana Cost, Freeze duration is boosted by 5 sec",Pavel,2020-06-22 14:58:28.683699,2020-06-22 14:58:28.683699,s1d,hero
563,Ice Spear [Light],Mana cost is reduced by 1,Pavel,2020-06-22 14:58:41.912413,2020-06-22 14:58:41.912413,s2l,hero
564,Ice Spear [Dark],Target changes to the enemy with the highest ATK,Pavel,2020-06-22 14:58:47.835457,2020-06-22 14:58:47.835457,s2d,hero
565,Icy Conquest [Light],Mana cost is reduced by 1,Pavel,2020-06-22 14:59:00.834413,2020-06-22 14:59:00.834413,s3l,hero
566,Icy Conquest [Dark],Gain CC immunity while using said skill,Pavel,2020-06-22 14:59:08.222884,2020-06-22 14:59:08.222884,s3d,hero
567,Chill of Early Dawn [Light],Target's CC resistance is reduced by 250 for 10 sec,Pavel,2020-06-22 14:59:16.019315,2020-06-22 14:59:16.019315,s4l,hero
568,Chill of Early Dawn [Dark],Frost cannot be dispelled by dispel skills,Pavel,2020-06-22 14:59:21.958809,2020-06-22 14:59:21.958809,s4d,hero
569,Collision [Light],Mana cost is reduced by 1,Phillop,2020-06-22 15:10:17.812003,2020-06-22 15:10:17.812003,s1l,hero
570,Collision [Dark],Cooldown is reduced by 10% per each enemy hit,Phillop,2020-06-22 15:10:24.577177,2020-06-22 15:10:24.577177,s1d,hero
571,Headbutt [Light],Deals extra P.DMG equal to 10% of max HP,Phillop,2020-06-22 15:10:35.374647,2020-06-22 15:10:35.374647,s2l,hero
572,Headbutt [Dark],Effect changes to a 3 sec Stun to nearby enemies,Phillop,2020-06-22 15:10:42.777836,2020-06-22 15:10:42.777836,s2d,hero
573,Earth Incarnate [Light],Deals 1% of Max HP as DMG per sec to nearby enemies,Phillop,2020-06-22 15:10:53.777041,2020-06-22 15:10:53.777041,s3l,hero
574,Earth Incarnate [Dark],Stuns nearby enemies for 3 sec,Phillop,2020-06-22 15:10:58.17634,2020-06-22 15:10:58.17634,s3d,hero
575,Destroy Armor [Light],Enemies with 5 stacks take 1% extra P.DMG based off Max HP per attack,Phillop,2020-06-22 15:11:07.839985,2020-06-22 15:11:07.839985,s4l,hero
576,Destroy Armor [Dark],"Upon attack, dispel all positive effects and target receives 20% increased P.DMG for 20 sec. Has a cooldown of 20 sec",Phillop,2020-06-22 15:11:12.755035,2020-06-22 15:11:12.755035,s4d,hero
577,Vital Strike [Light],Stun duration is increased by 2 sec,Priscilla,2020-06-22 15:11:36.038155,2020-06-22 15:11:36.038155,s1l,hero
578,Vital Strike [Dark],"No longer Crits unconditionally, and Crit DMG is increased by 150%.",Priscilla,2020-06-22 15:11:39.893794,2020-06-22 15:11:39.893794,s1d,hero
579,Coordination [Light],Crit DMG is increased by 80%,Priscilla,2020-06-22 15:11:49.640722,2020-06-22 15:11:49.640722,s2l,hero
580,Coordination [Dark],"While in Co-Op state, auto attacks increase the target's received DMG from all sources by 30%",Priscilla,2020-06-22 15:11:54.75058,2020-06-22 15:11:54.75058,s2d,hero
581,Turbulent Dance [Light],"Upon a Crit hit, cooldown is reduced by 10%",Priscilla,2020-06-22 15:12:06.695917,2020-06-22 15:12:06.695917,s3l,hero
582,Turbulent Dance [Dark],"When there is only 1 enemy, DMG is increased by 100%",Priscilla,2020-06-22 15:12:24.333132,2020-06-22 15:12:24.333132,s3d,hero
583,Weapon Mastery [Light],ATK boost is increased by 40%,Priscilla,2020-06-22 15:12:33.918613,2020-06-22 15:12:33.918613,s4l,hero
584,Weapon Mastery [Dark],Crit Chance is increased by 250,Priscilla,2020-06-22 15:12:37.42221,2020-06-22 15:12:37.42221,s4d,hero
585,Release! Ultrasonic Wave! [Light],Increases mana cost by 1 and dispels positiv effects from the target,Rehartna,2020-06-22 15:13:02.078768,2020-06-22 15:13:02.078768,s1l,hero
586,Release! Ultrasonic Wave! [Dark],Reduces DEF Penetration of the hit target by 250 for 10 sec,Rehartna,2020-06-22 15:13:07.453351,2020-06-22 15:13:07.453351,s1d,hero
587,"Crystal Clear, Matimaruma! [Light]",Reduces mana cost by 1,Rehartna,2020-06-22 15:13:18.295488,2020-06-22 15:13:18.295488,s2l,hero
588,"Crystal Clear, Matimaruma! [Dark]","For the Duration of the skill, enemies within range take 25% increased P.DMG",Rehartna,2020-06-22 15:13:24.670283,2020-06-22 15:13:24.670283,s2d,hero
589,You've Never Seen a Weapon Like This! [Light],The effect applies to 6 allies,Rehartna,2020-06-22 15:13:39.994016,2020-06-22 15:13:39.994016,s3l,hero
590,You've Never Seen a Weapon Like This! [Dark],Reduces Cooldown by 7 sec,Rehartna,2020-06-22 15:13:45.034221,2020-06-22 15:13:45.034221,s3d,hero
591,Battle March Melody [Light],"At the beginning of each battle, recovers own mana by 1000",Rehartna,2020-06-22 15:13:53.285853,2020-06-22 15:13:53.285853,s4l,hero
592,Battle March Melody [Dark],Each stack increases Crit DMG of all allies by 12%,Rehartna,2020-06-22 15:13:56.482705,2020-06-22 15:13:56.482705,s4d,hero
593,Float Like a Butterfly [Light],Mana cost is increased by 1 and Wound stack max is changed to 10. Deals 150% of ATK as extra DMG to enemies with 10 Wounds,Reina,2020-06-22 15:19:12.92942,2020-06-22 15:19:12.92942,s1l,hero
594,Float Like a Butterfly [Dark],Cooldown is removed,Reina,2020-06-22 15:19:19.58821,2020-06-22 15:19:19.58821,s1d,hero
595,Sharp End [Light],Mana cost is reduced by 1,Reina,2020-06-22 15:19:32.720272,2020-06-22 15:19:32.720272,s2l,hero
596,Sharp End [Dark],"In exchange for 1 additional Mana Cost, Crit Chance effect is changed to a 100% Crit DMG boost. Also gains a 25% DMG boost towards Bosses",Reina,2020-06-22 15:19:37.186782,2020-06-22 15:19:37.186782,s2d,hero
597,Shooting Star [Light],Each crit boosts the last attack's DMG by 10%,Reina,2020-06-22 15:19:55.082962,2020-06-22 15:19:55.082962,s3l,hero
598,Shooting Star [Dark],Gain immunity to all DMG while using skill,Reina,2020-06-22 15:20:00.323871,2020-06-22 15:20:00.323871,s3d,hero
599,Lucky Child [Light],"Per each stack, DMG is increased by 4% to enemies other than heroes",Reina,2020-06-22 15:20:14.257851,2020-06-22 15:20:14.257851,s4l,hero
600,Lucky Child [Dark],"When there are 5 or more stacks, takes 20% reduced P.DMG and M.DMG",Reina,2020-06-22 15:20:18.018952,2020-06-22 15:20:18.018952,s4d,hero
601,Healing Soul [Light],Mana Cost is increased by 1 and skill effect range changes to all allies,Rephy,2020-06-22 16:00:47.919685,2020-06-22 16:00:47.919685,s1l,hero
602,Healing Soul [Dark],Each heal has a 20% chance to remove negative effects,Rephy,2020-06-22 16:00:54.117603,2020-06-22 16:00:54.117603,s1d,hero
603,Salvation [Light],Mana Cost is increased by 1 and skill effect range changes to all allies,Rephy,2020-06-22 16:01:06.686966,2020-06-22 16:01:06.686966,s2l,hero
604,Salvation [Dark],Each heal has a 20% chance to remove negative effects,Rephy,2020-06-22 16:01:12.062618,2020-06-22 16:01:12.062618,s2d,hero
605,Soulrush [Light],Mana cost is reduced by 1,Rephy,2020-06-22 16:01:24.103554,2020-06-22 16:01:24.103554,s3l,hero
606,Soulrush [Dark],Increases M.DEF by additional 10% of the caster's M.DEF,Rephy,2020-06-22 16:01:28.488887,2020-06-22 16:01:28.488887,s3d,hero
607,Spiritual Tuning [Light],Each hit removes 250 mana from the target,Rephy,2020-06-22 16:01:37.842276,2020-06-22 16:01:37.842276,s4l,hero
608,Spiritual Tuning [Dark],"In exchange for 1 additional Mana Cost, Silence enemies in range for 1 sec",Rephy,2020-06-22 16:01:41.379939,2020-06-22 16:01:41.379939,s4d,hero
609,Tears of Mr. Python! [Light],Mana cost is reduced by 1,Requina,2020-06-22 16:01:54.958121,2020-06-22 16:01:54.958121,s1l,hero
610,Tears of Mr. Python! [Dark],Reduces target's mana by 1200,Requina,2020-06-22 16:02:00.030982,2020-06-22 16:02:00.030982,s1d,hero
611,Screechy Grass Extract! [Light],"If there is 1 enemy, DMG is increased by 100%",Requina,2020-06-22 16:02:11.188754,2020-06-22 16:02:11.188754,s2l,hero
612,Screechy Grass Extract! [Dark],Stuns the target for 1 sec,Requina,2020-06-22 16:02:15.25568,2020-06-22 16:02:15.25568,s2d,hero
613,More! Stronger! [Light],"For the duration, auto attack DMG is increased by 100%",Requina,2020-06-22 16:02:24.686232,2020-06-22 16:02:24.686232,s3l,hero
614,More! Stronger! [Dark],Mana cost is reduced by 1,Requina,2020-06-22 16:02:29.489209,2020-06-22 16:02:29.489209,s3d,hero
615,Tickle Tickle Potion! [Light],Tickle Tickle Potion! is stacked 3 at a time,Requina,2020-06-22 16:02:40.975573,2020-06-22 16:02:40.975573,s4l,hero
616,Tickle Tickle Potion! [Dark],Target takes 20% increased P.DMG,Requina,2020-06-22 16:02:45.923523,2020-06-22 16:02:45.923523,s4d,hero
617,Destruction [Light],Target receives 25% increased P.DMG for 10 sec,Ricardo,2020-06-22 16:03:02.816413,2020-06-22 16:03:02.816413,s1l,hero
618,Destruction [Dark],Deals extra P.DMG equal to 200% of M.DEF,Ricardo,2020-06-22 16:03:13.289399,2020-06-22 16:03:13.289399,s1d,hero
619,Divine Protection [Light],"In exchange for 1 additional Mana Cost, Ricardo gains 30% DMG resistance to DMG taken due to covering for allies",Ricardo,2020-06-22 16:03:26.410699,2020-06-22 16:03:26.410699,s2l,hero
620,Divine Protection [Dark],This skill's effect cannot be dispelled,Ricardo,2020-06-22 16:03:30.935279,2020-06-22 16:03:30.935279,s2d,hero
621,Divine Judgment [Light],Stun duration is increased by 2 sec,Ricardo,2020-06-22 16:03:44.131988,2020-06-22 16:03:44.131988,s3l,hero
622,Divine Judgment [Dark],Mana cost is reduced by 1,Ricardo,2020-06-22 16:03:48.107019,2020-06-22 16:03:48.107019,s3d,hero
623,Divine Blessing [Light],M.DEF increase rate is boosted by 40%,Ricardo,2020-06-22 16:03:59.34307,2020-06-22 16:03:59.34307,s4l,hero
624,Divine Blessing [Dark],Max stack count is boosted to 8,Ricardo,2020-06-22 16:04:04.532629,2020-06-22 16:04:04.532629,s4d,hero
625,Penetration Shot [Light],DMG is increased by 40%,Rodina,2020-06-22 16:19:21.151661,2020-06-22 16:19:21.151661,s1l,hero
626,Penetration Shot [Dark],Gain CC immunity while using said skill,Rodina,2020-06-22 16:19:26.698699,2020-06-22 16:19:26.698699,s1d,hero
627,Target Aim [Light],ATK Spd is boosted by 250 for the duration,Rodina,2020-06-22 16:19:38.893085,2020-06-22 16:19:38.893085,s2l,hero
628,Target Aim [Dark],Mana cost is reduced by 1,Rodina,2020-06-22 16:19:45.14615,2020-06-22 16:19:45.14615,s2d,hero
629,Focused Fire [Light],Reduces cooldown by 5% when Critical Hits occur,Rodina,2020-06-22 16:20:32.427974,2020-06-22 16:20:32.427974,s3l,hero
630,Focused Fire [Dark],Ignores enemy Block,Rodina,2020-06-22 16:20:38.609784,2020-06-22 16:20:38.609784,s3d,hero
631,Rapid Shot [Light],"If there is 1 enemy, DMG is increased by 100%",Rodina,2020-06-22 16:20:49.597157,2020-06-22 16:20:49.597157,s4l,hero
632,Rapid Shot [Dark],Enemies hit are stunned for 2 sec,Rodina,2020-06-22 16:20:55.831619,2020-06-22 16:20:55.831619,s4d,hero
633,Merciless [Light],Mana cost is reduced by 1,Roi,2020-06-22 16:22:04.623084,2020-06-22 16:22:04.623084,s1l,hero
634,Merciless [Dark],Changes the number of hits to 5 times.,Roi,2020-06-22 16:22:10.5772,2020-06-22 16:22:10.5772,s1d,hero
635,Curtain of Darkness [Light],"Upon use, dispels negative effects from self.",Roi,2020-06-22 16:22:23.008784,2020-06-22 16:22:23.008784,s2l,hero
636,Curtain of Darkness [Dark],Auto attack DMG is boosted by 100% for the duration,Roi,2020-06-22 16:22:26.393348,2020-06-22 16:22:26.393348,s2d,hero
637,Blade Claw [Light],"In exchange for 1 additional Mana Cost, DMG dealt is increased by 100%",Roi,2020-06-22 16:22:41.328576,2020-06-22 16:22:41.328576,s3l,hero
638,Blade Claw [Dark],Changes the target to an enemy with the lowest HP.,Roi,2020-06-22 16:22:46.453299,2020-06-22 16:22:46.453299,s3d,hero
639,Hack [Light],Each attack recovers 300 mana,Roi,2020-06-22 16:22:58.65384,2020-06-22 16:22:58.65384,s4l,hero
640,Hack [Dark],Has a 50% chance to stack 1 stack of Bleed,Roi,2020-06-22 16:23:04.55459,2020-06-22 16:23:04.55459,s4d,hero
641,Halt! [Light],Mana cost is reduced by 1,Scarlet,2020-06-22 16:23:21.282608,2020-06-22 16:23:21.282608,s1l,hero
642,Halt! [Dark],Dispels all harmful effects on oneself upon use,Scarlet,2020-06-22 16:23:27.12658,2020-06-22 16:23:27.12658,s1d,hero
643,Justice Served! [Light],"If the target is not a Hero, stuns them for 4 sec",Scarlet,2020-06-22 16:23:37.290034,2020-06-22 16:23:37.290034,s2l,hero
644,Justice Served! [Dark],Increases All Crit Resistance of all allies by 250 for 10 sec,Scarlet,2020-06-22 16:23:42.777498,2020-06-22 16:23:42.777498,s2d,hero
645,Sword of Honor!! [Light],Each hit destroys the target's Shield.,Scarlet,2020-06-22 16:23:57.531855,2020-06-22 16:23:57.531855,s3l,hero
646,Sword of Honor!! [Dark],Damaged enemies receive 40% reduced heals for 10 sec,Scarlet,2020-06-22 16:24:02.76464,2020-06-22 16:24:02.76464,s3d,hero
647,Goddess of War [Light],"At the beginning of each battle, gains 15 stacks of [Spirit of Orvelia].",Scarlet,2020-06-22 16:24:11.635038,2020-06-22 16:24:11.635038,s4l,hero
648,Goddess of War [Dark],Stun duration lasts for 2 more sec when there is only one enemy,Scarlet,2020-06-22 16:24:19.820517,2020-06-22 16:24:19.820517,s4d,hero
649,Arrow Rain [Light],DMG is increased by 40%,Selene,2020-06-22 16:24:46.954963,2020-06-22 16:24:46.954963,s1l,hero
650,Arrow Rain [Dark],There is a 20% chance to inflict Stun for 2 sec,Selene,2020-06-22 16:24:52.422317,2020-06-22 16:24:52.422317,s1d,hero
651,Rush [Light],Ignores DEF when there is only 1 enemy,Selene,2020-06-22 16:25:20.915111,2020-06-22 16:25:20.915111,s2l,hero
652,Rush [Dark],Makes the enemy flinch for 0.5 sec,Selene,2020-06-22 16:25:24.921907,2020-06-22 16:25:24.921907,s2d,hero
653,Moonlight Flash [Light],Reduces cooldown by 3 sec,Selene,2020-06-22 16:25:36.924887,2020-06-22 16:25:36.924887,s3l,hero
654,Moonlight Flash [Dark],Ignores enemy Block,Selene,2020-06-22 16:25:40.957878,2020-06-22 16:25:40.957878,s3d,hero
655,Moonlight Arrow [Light],Max stack number is changed to 5,Selene,2020-06-22 16:25:57.844415,2020-06-22 16:25:57.844415,s4l,hero
656,Moonlight Arrow [Dark],Auto attack range is boosted by 20%,Selene,2020-06-22 16:26:07.277855,2020-06-22 16:26:07.277855,s4d,hero
657,Mysterious Sword - Falling Petals / Mysterious Sword - Blossom [Light],[Mysterious Sword - Falling Petals] - Mana cost is reduced by 1. [Mysterious Sword - Blossom] - Hit enemies' heal rate is reduced by 50% for 5 sec,Seria,2020-06-22 16:26:33.460217,2020-06-22 16:26:33.460217,s1l,hero
658,Mysterious Sword - Falling Petals / Mysterious Sword - Blossom [Dark],"[Mysterious Sword - Falling Petals] - Target takes 25% increased M.DMG for 10 sec. [Mysterious Sword - Blossom] - Mana cost is increased by 1, and Ignores enemy's DEF",Seria,2020-06-22 16:26:40.784569,2020-06-22 16:26:40.784569,s1d,hero
659,Blood Scattering Blade [Light],Cooldown is reduced by 5% per each enemy hit.,Seria,2020-06-22 16:26:51.700036,2020-06-22 16:26:51.700036,s2l,hero
660,Blood Scattering Blade [Dark],"Upon each DMG dealt, recovers 200 Mana",Seria,2020-06-22 16:26:57.800891,2020-06-22 16:26:57.800891,s2d,hero
661,Red Moon Blade [Light],Dispels positive effects of all enemies in range,Seria,2020-06-22 16:27:08.368019,2020-06-22 16:27:08.368019,s3l,hero
662,Red Moon Blade [Dark],"Upon every skill use, increases DMG of [Red Moon Blade] skill by 15%. This effect can be stacked up to max 10 times.",Seria,2020-06-22 16:27:14.881774,2020-06-22 16:27:14.881774,s3d,hero
663,Cold-Blooded Witch [Light],Takes 0.7% reduced DMG per stack,Seria,2020-06-22 16:27:24.723067,2020-06-22 16:27:24.723067,s4l,hero
664,Cold-Blooded Witch [Dark],"When the battle starts, increases DMG to Non-Hero enemies by 25% for 200 sec",Seria,2020-06-22 16:27:28.4127,2020-06-22 16:27:28.4127,s4d,hero
665,Curse of Petrification [Light],Cooldown is reduced by 3 sec,Shamilia,2020-06-22 16:29:08.629794,2020-06-22 16:29:08.629794,s1l,hero
666,Curse of Petrification [Dark],Reduces 500 MP of the enemy that took the DMG,Shamilia,2020-06-22 16:29:15.49133,2020-06-22 16:29:15.49133,s1d,hero
667,Curse of Time [Light],Mana cost is reduced by 1,Shamilia,2020-06-22 16:29:28.787037,2020-06-22 16:29:28.787037,s2l,hero
668,Curse of Time [Dark],Dispels positive effects from the target,Shamilia,2020-06-22 16:29:33.572095,2020-06-22 16:29:33.572095,s2d,hero
669,Curse of Pain [Light],Target takes 25% increased M.DMG for 10 sec,Shamilia,2020-06-22 16:29:54.39525,2020-06-22 16:29:54.39525,s3l,hero
670,Curse of Pain [Dark],DMG is increased by 40%,Shamilia,2020-06-22 16:30:01.082048,2020-06-22 16:30:01.082048,s3d,hero
671,The Vessel of Curses [Light],Shield is increased by 80%,Shamilia,2020-06-22 16:30:10.338785,2020-06-22 16:30:10.338785,s4l,hero
672,The Vessel of Curses [Dark],"The Vessel of Curses duration is increased by 20 sec, and becomes dispellable",Shamilia,2020-06-22 16:30:14.341227,2020-06-22 16:30:14.341227,s4d,hero
673,Green Nature's Melody [Light],Heals 15% HP of all allies when used,Shea,2020-06-22 16:30:32.46728,2020-06-22 16:30:32.46728,s1l,hero
674,Green Nature's Melody [Dark],Increases all allies' DMG dealt to Non-Hero enemies by 20% for 8 sec.,Shea,2020-06-22 16:30:38.125186,2020-06-22 16:30:38.125186,s1d,hero
675,Blue Wind's Song [Light],Heals 500 MP of all allies when used,Shea,2020-06-22 16:31:24.633738,2020-06-22 16:31:24.633738,s2l,hero
676,Blue Wind's Song [Dark],Increases ATK Spd of all allies by 250 for 8 seconds,Shea,2020-06-22 16:31:30.542046,2020-06-22 16:31:30.542046,s2d,hero
677,Dance of Red Passion [Light],ATK Boost is increased by 40%,Shea,2020-06-22 16:31:42.829004,2020-06-22 16:31:42.829004,s3l,hero
678,Dance of Red Passion [Dark],All enemies take 15% more DMG for 8 seconds,Shea,2020-06-22 16:31:47.481044,2020-06-22 16:31:47.481044,s3d,hero
679,Trance [Light],Increases Heal rate of Trance by 100%,Shea,2020-06-22 16:31:57.362083,2020-06-22 16:31:57.362083,s4l,hero
680,Trance [Dark],"Instead of healing allies, Shea deals M.DMG equal to the Heal Rate to all enemies and reduces their All DEF by 20% for 10 sec when she enters [Trance] state.",Shea,2020-06-22 16:32:00.757361,2020-06-22 16:32:00.757361,s4d,hero
681,Lightning Strike! [Light],Mana cost is reduced by 1,Sonia,2020-06-22 16:32:19.216819,2020-06-22 16:32:19.216819,s1l,hero
